,source_id,experiment_id,member_id,variable_id,file_name
296,MRI-ESM2-0,abrupt-4xCO2,r13i1p1f1,ts,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r13i1p1f1_ts.npy
297,NESM3,1pctCO2,r1i1p1f1,rsut,pangeo_data/NESM3_1pctCO2_r1i1p1f1_rsut.npy
298,IPSL-CM6A-LR,abrupt-4xCO2,r8i1p1f1,tos,pangeo_data/IPSL-CM6A-LR_abrupt-4xCO2_r8i1p1f1_tos.npy
299,GISS-E2-1-G-CC,piControl,r1i1p1f1,tos,pangeo_data/GISS-E2-1-G-CC_piControl_r1i1p1f1_tos.npy
300,UKESM1-0-LL,1pctCO2,r4i1p1f2,ts,pangeo_data/UKESM1-0-LL_1pctCO2_r4i1p1f2_ts.npy
301,CanESM5,1pctCO2,r1i1p2f1,ts,pangeo_data/CanESM5_1pctCO2_r1i1p2f1_ts.npy
302,CNRM-CM6-1,abrupt-4xCO2,r6i1p1f2,rlut,pangeo_data/CNRM-CM6-1_abrupt-4xCO2_r6i1p1f2_rlut.npy
303,IPSL-CM6A-LR,piControl,r1i2p1f1,tos,pangeo_data/IPSL-CM6A-LR_piControl_r1i2p1f1_tos.npy
304,HadGEM3-GC31-LL,piControl,r1i1p1f1,ts,pangeo_data/HadGEM3-GC31-LL_piControl_r1i1p1f1_ts.npy
305,HadGEM3-GC31-LL,1pctCO2,r3i1p1f3,tos,pangeo_data/HadGEM3-GC31-LL_1pctCO2_r3i1p1f3_tos.npy
306,CAMS-CSM1-0,abrupt-4xCO2,r1i1p1f1,tos,pangeo_data/CAMS-CSM1-0_abrupt-4xCO2_r1i1p1f1_tos.npy
307,CNRM-CM6-1,abrupt-4xCO2,r3i1p1f2,rtmt,pangeo_data/CNRM-CM6-1_abrupt-4xCO2_r3i1p1f2_rtmt.npy
308,EC-Earth3-Veg,1pctCO2,r1i1p1f1,mlotst,pangeo_data/EC-Earth3-Veg_1pctCO2_r1i1p1f1_mlotst.npy
309,CAMS-CSM1-0,abrupt-4xCO2,r1i1p1f1,rsut,pangeo_data/CAMS-CSM1-0_abrupt-4xCO2_r1i1p1f1_rsut.npy
310,MRI-ESM2-0,abrupt-4xCO2,r8i1p1f1,ts,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r8i1p1f1_ts.npy
311,CAMS-CSM1-0,1pctCO2,r1i1p1f1,ts,pangeo_data/CAMS-CSM1-0_1pctCO2_r1i1p1f1_ts.npy
312,MPI-ESM1-2-HR,abrupt-4xCO2,r1i1p1f1,ts,pangeo_data/MPI-ESM1-2-HR_abrupt-4xCO2_r1i1p1f1_ts.npy
313,E3SM-1-1,piControl,r1i1p1f1,mlotst,pangeo_data/E3SM-1-1_piControl_r1i1p1f1_mlotst.npy
314,ACCESS-ESM1-5,abrupt-4xCO2,r1i1p1f1,tos,pangeo_data/ACCESS-ESM1-5_abrupt-4xCO2_r1i1p1f1_tos.npy
315,CNRM-ESM2-1,1pctCO2,r4i1p1f2,rsut,pangeo_data/CNRM-ESM2-1_1pctCO2_r4i1p1f2_rsut.npy
316,EC-Earth3-Veg,piControl,r1i1p1f1,mlotst,pangeo_data/EC-Earth3-Veg_piControl_r1i1p1f1_mlotst.npy
317,IPSL-CM6A-LR,piControl,r1i2p1f1,ts,pangeo_data/IPSL-CM6A-LR_piControl_r1i2p1f1_ts.npy
318,GFDL-CM4,piControl,r1i1p1f1,tos,pangeo_data/GFDL-CM4_piControl_r1i1p1f1_tos.npy
319,GISS-E2-1-G,piControl,r2i1p1f1,mlotst,pangeo_data/GISS-E2-1-G_piControl_r2i1p1f1_mlotst.npy
320,CNRM-ESM2-1,abrupt-4xCO2,r3i1p1f2,rsut,pangeo_data/CNRM-ESM2-1_abrupt-4xCO2_r3i1p1f2_rsut.npy
321,AWI-CM-1-1-MR,1pctCO2,r1i1p1f1,ts,pangeo_data/AWI-CM-1-1-MR_1pctCO2_r1i1p1f1_ts.npy
322,CNRM-ESM2-1,abrupt-4xCO2,r2i1p1f2,rlut,pangeo_data/CNRM-ESM2-1_abrupt-4xCO2_r2i1p1f2_rlut.npy
323,CNRM-ESM2-1,1pctCO2,r2i1p1f2,ts,pangeo_data/CNRM-ESM2-1_1pctCO2_r2i1p1f2_ts.npy
324,GISS-E2-1-G,piControl,r102i1p1f1,ts,pangeo_data/GISS-E2-1-G_piControl_r102i1p1f1_ts.npy
325,ACCESS-CM2,piControl,r1i1p1f1,tos,pangeo_data/ACCESS-CM2_piControl_r1i1p1f1_tos.npy
326,ACCESS-CM2,abrupt-4xCO2,r1i1p1f1,tos,pangeo_data/ACCESS-CM2_abrupt-4xCO2_r1i1p1f1_tos.npy
327,CNRM-CM6-1,abrupt-4xCO2,r1i1p1f2,rlut,pangeo_data/CNRM-CM6-1_abrupt-4xCO2_r1i1p1f2_rlut.npy
328,CAMS-CSM1-0,abrupt-4xCO2,r2i1p1f1,rtmt,pangeo_data/CAMS-CSM1-0_abrupt-4xCO2_r2i1p1f1_rtmt.npy
329,MRI-ESM2-0,abrupt-4xCO2,r11i1p1f1,rsdt,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r11i1p1f1_rsdt.npy
330,CAMS-CSM1-0,piControl,r1i1p1f1,ts,pangeo_data/CAMS-CSM1-0_piControl_r1i1p1f1_ts.npy
331,MPI-ESM1-2-HR,abrupt-4xCO2,r1i1p1f1,rtmt,pangeo_data/MPI-ESM1-2-HR_abrupt-4xCO2_r1i1p1f1_rtmt.npy
332,GISS-E2-1-G,piControl,r102i1p1f1,mlotst,pangeo_data/GISS-E2-1-G_piControl_r102i1p1f1_mlotst.npy
333,NorCPM1,piControl,r2i1p1f1,ts,pangeo_data/NorCPM1_piControl_r2i1p1f1_ts.npy
334,MRI-ESM2-0,abrupt-4xCO2,r2i1p1f1,rsdt,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r2i1p1f1_rsdt.npy
335,CNRM-ESM2-1,1pctCO2,r3i1p1f2,rsut,pangeo_data/CNRM-ESM2-1_1pctCO2_r3i1p1f2_rsut.npy
336,HadGEM3-GC31-LL,1pctCO2,r4i1p1f3,ts,pangeo_data/HadGEM3-GC31-LL_1pctCO2_r4i1p1f3_ts.npy
337,CanESM5,1pctCO2,r1i1p2f1,mlotst,pangeo_data/CanESM5_1pctCO2_r1i1p2f1_mlotst.npy
338,HadGEM3-GC31-LL,1pctCO2,r3i1p1f3,ts,pangeo_data/HadGEM3-GC31-LL_1pctCO2_r3i1p1f3_ts.npy
339,CNRM-CM6-1,abrupt-4xCO2,r4i1p1f2,rtmt,pangeo_data/CNRM-CM6-1_abrupt-4xCO2_r4i1p1f2_rtmt.npy
340,CNRM-ESM2-1,1pctCO2,r2i1p1f2,rlut,pangeo_data/CNRM-ESM2-1_1pctCO2_r2i1p1f2_rlut.npy
341,CNRM-ESM2-1,abrupt-4xCO2,r1i1p1f2,ts,pangeo_data/CNRM-ESM2-1_abrupt-4xCO2_r1i1p1f2_ts.npy
342,IPSL-CM6A-LR,abrupt-4xCO2,r4i1p1f1,ts,pangeo_data/IPSL-CM6A-LR_abrupt-4xCO2_r4i1p1f1_ts.npy
343,ACCESS-ESM1-5,piControl,r1i1p1f1,ts,pangeo_data/ACCESS-ESM1-5_piControl_r1i1p1f1_ts.npy
344,BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,tos,pangeo_data/BCC-CSM2-MR_abrupt-4xCO2_r1i1p1f1_tos.npy
345,GISS-E2-2-G,1pctCO2,r1i1p1f1,tos,pangeo_data/GISS-E2-2-G_1pctCO2_r1i1p1f1_tos.npy
346,GISS-E2-1-G,piControl,r2i1p1f1,ts,pangeo_data/GISS-E2-1-G_piControl_r2i1p1f1_ts.npy
347,GISS-E2-1-G,abrupt-4xCO2,r1i1p1f3,ts,pangeo_data/GISS-E2-1-G_abrupt-4xCO2_r1i1p1f3_ts.npy
348,CanESM5,1pctCO2,r2i1p2f1,tos,pangeo_data/CanESM5_1pctCO2_r2i1p2f1_tos.npy
349,IPSL-CM6A-LR,abrupt-4xCO2,r3i1p1f1,ts,pangeo_data/IPSL-CM6A-LR_abrupt-4xCO2_r3i1p1f1_ts.npy
350,BCC-ESM1,piControl,r1i1p1f1,tos,pangeo_data/BCC-ESM1_piControl_r1i1p1f1_tos.npy
351,CNRM-CM6-1,1pctCO2,r1i1p1f2,tos,pangeo_data/CNRM-CM6-1_1pctCO2_r1i1p1f2_tos.npy
352,AWI-CM-1-1-MR,abrupt-4xCO2,r1i1p1f1,rsdt,pangeo_data/AWI-CM-1-1-MR_abrupt-4xCO2_r1i1p1f1_rsdt.npy
353,CNRM-CM6-1,abrupt-4xCO2,r2i1p1f2,rsut,pangeo_data/CNRM-CM6-1_abrupt-4xCO2_r2i1p1f2_rsut.npy
354,MRI-ESM2-0,abrupt-4xCO2,r10i1p1f1,tos,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r10i1p1f1_tos.npy
355,NESM3,piControl,r1i1p1f1,mlotst,pangeo_data/NESM3_piControl_r1i1p1f1_mlotst.npy
356,UKESM1-0-LL,piControl,r1i1p1f2,ts,pangeo_data/UKESM1-0-LL_piControl_r1i1p1f2_ts.npy
357,MRI-ESM2-0,abrupt-4xCO2,r13i1p1f1,rsdt,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r13i1p1f1_rsdt.npy
358,CNRM-CM6-1,abrupt-4xCO2,r3i1p1f2,tos,pangeo_data/CNRM-CM6-1_abrupt-4xCO2_r3i1p1f2_tos.npy
359,HadGEM3-GC31-LL,abrupt-4xCO2,r1i1p1f3,tos,pangeo_data/HadGEM3-GC31-LL_abrupt-4xCO2_r1i1p1f3_tos.npy
360,MIROC6,abrupt-4xCO2,r1i1p1f1,tos,pangeo_data/MIROC6_abrupt-4xCO2_r1i1p1f1_tos.npy
361,CNRM-CM6-1,abrupt-4xCO2,r3i1p1f2,rlut,pangeo_data/CNRM-CM6-1_abrupt-4xCO2_r3i1p1f2_rlut.npy
362,IPSL-CM6A-LR,abrupt-4xCO2,r9i1p1f1,ts,pangeo_data/IPSL-CM6A-LR_abrupt-4xCO2_r9i1p1f1_ts.npy
363,CNRM-ESM2-1,abrupt-4xCO2,r1i1p1f2,rsut,pangeo_data/CNRM-ESM2-1_abrupt-4xCO2_r1i1p1f2_rsut.npy
364,NESM3,abrupt-4xCO2,r1i1p1f1,mlotst,pangeo_data/NESM3_abrupt-4xCO2_r1i1p1f1_mlotst.npy
365,EC-Earth3-Veg,1pctCO2,r1i1p1f1,ts,pangeo_data/EC-Earth3-Veg_1pctCO2_r1i1p1f1_ts.npy
366,MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,rlut,pangeo_data/MPI-ESM1-2-HR_1pctCO2_r1i1p1f1_rlut.npy
367,UKESM1-0-LL,1pctCO2,r2i1p1f2,tos,pangeo_data/UKESM1-0-LL_1pctCO2_r2i1p1f2_tos.npy
368,E3SM-1-0,1pctCO2,r1i1p1f1,tos,pangeo_data/E3SM-1-0_1pctCO2_r1i1p1f1_tos.npy
369,CanESM5,abrupt-4xCO2,r1i1p2f1,ts,pangeo_data/CanESM5_abrupt-4xCO2_r1i1p2f1_ts.npy
370,GFDL-CM4,piControl,r1i1p1f1,ts,pangeo_data/GFDL-CM4_piControl_r1i1p1f1_ts.npy
371,GISS-E2-1-G,abrupt-4xCO2,r1i1p1f1,tos,pangeo_data/GISS-E2-1-G_abrupt-4xCO2_r1i1p1f1_tos.npy
372,CNRM-ESM2-1,1pctCO2,r1i1p1f2,tos,pangeo_data/CNRM-ESM2-1_1pctCO2_r1i1p1f2_tos.npy
373,CNRM-CM6-1,abrupt-4xCO2,r6i1p1f2,rtmt,pangeo_data/CNRM-CM6-1_abrupt-4xCO2_r6i1p1f2_rtmt.npy
374,CNRM-ESM2-1,abrupt-4xCO2,r3i1p1f2,tos,pangeo_data/CNRM-ESM2-1_abrupt-4xCO2_r3i1p1f2_tos.npy
375,CNRM-ESM2-1,1pctCO2,r1i1p1f2,rsut,pangeo_data/CNRM-ESM2-1_1pctCO2_r1i1p1f2_rsut.npy
376,MRI-ESM2-0,abrupt-4xCO2,r8i1p1f1,rsdt,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r8i1p1f1_rsdt.npy
377,CNRM-CM6-1,abrupt-4xCO2,r4i1p1f2,rlut,pangeo_data/CNRM-CM6-1_abrupt-4xCO2_r4i1p1f2_rlut.npy
378,MRI-ESM2-0,abrupt-4xCO2,r2i1p1f1,ts,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r2i1p1f1_ts.npy
379,UKESM1-0-LL,piControl,r1i1p1f2,mlotst,pangeo_data/UKESM1-0-LL_piControl_r1i1p1f2_mlotst.npy
380,MRI-ESM2-0,abrupt-4xCO2,r5i1p1f1,ts,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r5i1p1f1_ts.npy
381,CNRM-CM6-1,abrupt-4xCO2,r5i1p1f2,rsut,pangeo_data/CNRM-CM6-1_abrupt-4xCO2_r5i1p1f2_rsut.npy
382,MRI-ESM2-0,abrupt-4xCO2,r7i1p1f1,rsdt,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r7i1p1f1_rsdt.npy
383,BCC-CSM2-MR,piControl,r1i1p1f1,ts,pangeo_data/BCC-CSM2-MR_piControl_r1i1p1f1_ts.npy
384,MPI-ESM-1-2-HAM,piControl,r1i1p1f1,mlotst,pangeo_data/MPI-ESM-1-2-HAM_piControl_r1i1p1f1_mlotst.npy
385,BCC-ESM1,1pctCO2,r1i1p1f1,ts,pangeo_data/BCC-ESM1_1pctCO2_r1i1p1f1_ts.npy
386,E3SM-1-0,1pctCO2,r1i1p1f1,mlotst,pangeo_data/E3SM-1-0_1pctCO2_r1i1p1f1_mlotst.npy
387,CNRM-CM6-1,piControl,r1i1p1f2,tos,pangeo_data/CNRM-CM6-1_piControl_r1i1p1f2_tos.npy
388,IPSL-CM6A-LR,abrupt-4xCO2,r6i1p1f1,tos,pangeo_data/IPSL-CM6A-LR_abrupt-4xCO2_r6i1p1f1_tos.npy
389,GISS-E2-1-G,1pctCO2,r102i1p1f1,tos,pangeo_data/GISS-E2-1-G_1pctCO2_r102i1p1f1_tos.npy
390,CNRM-CM6-1,piControl,r1i1p1f2,ts,pangeo_data/CNRM-CM6-1_piControl_r1i1p1f2_ts.npy
391,CAMS-CSM1-0,abrupt-4xCO2,r1i1p1f1,ts,pangeo_data/CAMS-CSM1-0_abrupt-4xCO2_r1i1p1f1_ts.npy
392,CNRM-ESM2-1,abrupt-4xCO2,r2i1p1f2,rtmt,pangeo_data/CNRM-ESM2-1_abrupt-4xCO2_r2i1p1f2_rtmt.npy
393,HadGEM3-GC31-LL,1pctCO2,r1i1p1f3,mlotst,pangeo_data/HadGEM3-GC31-LL_1pctCO2_r1i1p1f3_mlotst.npy
394,BCC-ESM1,1pctCO2,r1i1p1f1,tos,pangeo_data/BCC-ESM1_1pctCO2_r1i1p1f1_tos.npy
395,IPSL-CM6A-LR,piControl,r1i1p1f1,tos,pangeo_data/IPSL-CM6A-LR_piControl_r1i1p1f1_tos.npy
396,UKESM1-0-LL,abrupt-4xCO2,r1i1p1f2,tos,pangeo_data/UKESM1-0-LL_abrupt-4xCO2_r1i1p1f2_tos.npy
397,CanESM5,1pctCO2,r2i1p1f1,ts,pangeo_data/CanESM5_1pctCO2_r2i1p1f1_ts.npy
398,NorCPM1,abrupt-4xCO2,r1i1p1f1,mlotst,pangeo_data/NorCPM1_abrupt-4xCO2_r1i1p1f1_mlotst.npy
399,MPI-ESM1-2-HR,abrupt-4xCO2,r1i1p1f1,rlut,pangeo_data/MPI-ESM1-2-HR_abrupt-4xCO2_r1i1p1f1_rlut.npy
400,CAMS-CSM1-0,1pctCO2,r1i1p1f1,rsdt,pangeo_data/CAMS-CSM1-0_1pctCO2_r1i1p1f1_rsdt.npy
401,GISS-E2-1-G,piControl,r1i1p1f2,ts,pangeo_data/GISS-E2-1-G_piControl_r1i1p1f2_ts.npy
402,CNRM-CM6-1,abrupt-4xCO2,r1i1p1f2,rtmt,pangeo_data/CNRM-CM6-1_abrupt-4xCO2_r1i1p1f2_rtmt.npy
403,IPSL-CM6A-LR,abrupt-4xCO2,r2i1p1f1,tos,pangeo_data/IPSL-CM6A-LR_abrupt-4xCO2_r2i1p1f1_tos.npy
404,CAMS-CSM1-0,abrupt-4xCO2,r2i1p1f1,rlut,pangeo_data/CAMS-CSM1-0_abrupt-4xCO2_r2i1p1f1_rlut.npy
405,HadGEM3-GC31-MM,piControl,r1i1p1f1,tos,pangeo_data/HadGEM3-GC31-MM_piControl_r1i1p1f1_tos.npy
406,CNRM-CM6-1,abrupt-4xCO2,r6i1p1f2,ts,pangeo_data/CNRM-CM6-1_abrupt-4xCO2_r6i1p1f2_ts.npy
407,CNRM-CM6-1,abrupt-4xCO2,r1i1p1f2,ts,pangeo_data/CNRM-CM6-1_abrupt-4xCO2_r1i1p1f2_ts.npy
408,CNRM-ESM2-1,abrupt-4xCO2,r3i1p1f2,rtmt,pangeo_data/CNRM-ESM2-1_abrupt-4xCO2_r3i1p1f2_rtmt.npy
409,EC-Earth3-Veg,piControl,r1i1p1f1,ts,pangeo_data/EC-Earth3-Veg_piControl_r1i1p1f1_ts.npy
410,MPI-ESM1-2-HR,abrupt-4xCO2,r1i1p1f1,rsut,pangeo_data/MPI-ESM1-2-HR_abrupt-4xCO2_r1i1p1f1_rsut.npy
411,CESM2-WACCM,1pctCO2,r1i1p1f1,tos,pangeo_data/CESM2-WACCM_1pctCO2_r1i1p1f1_tos.npy
412,IPSL-CM6A-LR,abrupt-4xCO2,r5i1p1f1,tos,pangeo_data/IPSL-CM6A-LR_abrupt-4xCO2_r5i1p1f1_tos.npy
413,CAMS-CSM1-0,abrupt-4xCO2,r2i1p1f1,rsut,pangeo_data/CAMS-CSM1-0_abrupt-4xCO2_r2i1p1f1_rsut.npy
414,MRI-ESM2-0,abrupt-4xCO2,r6i1p1f1,rsdt,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r6i1p1f1_rsdt.npy
415,CNRM-CM6-1,abrupt-4xCO2,r4i1p1f2,rsut,pangeo_data/CNRM-CM6-1_abrupt-4xCO2_r4i1p1f2_rsut.npy
416,HadGEM3-GC31-MM,abrupt-4xCO2,r1i1p1f3,ts,pangeo_data/HadGEM3-GC31-MM_abrupt-4xCO2_r1i1p1f3_ts.npy
417,ACCESS-ESM1-5,piControl,r1i1p1f1,tos,pangeo_data/ACCESS-ESM1-5_piControl_r1i1p1f1_tos.npy
418,AWI-CM-1-1-MR,1pctCO2,r1i1p1f1,tos,pangeo_data/AWI-CM-1-1-MR_1pctCO2_r1i1p1f1_tos.npy
419,CNRM-CM6-1,abrupt-4xCO2,r5i1p1f2,rlut,pangeo_data/CNRM-CM6-1_abrupt-4xCO2_r5i1p1f2_rlut.npy
420,HadGEM3-GC31-LL,piControl,r1i1p1f1,tos,pangeo_data/HadGEM3-GC31-LL_piControl_r1i1p1f1_tos.npy
421,IPSL-CM6A-LR,abrupt-4xCO2,r8i1p1f1,ts,pangeo_data/IPSL-CM6A-LR_abrupt-4xCO2_r8i1p1f1_ts.npy
422,HadGEM3-GC31-LL,abrupt-4xCO2,r1i1p1f3,mlotst,pangeo_data/HadGEM3-GC31-LL_abrupt-4xCO2_r1i1p1f3_mlotst.npy
423,BCC-CSM2-MR,1pctCO2,r1i1p1f1,tos,pangeo_data/BCC-CSM2-MR_1pctCO2_r1i1p1f1_tos.npy
424,CanESM5,1pctCO2,r3i1p1f1,ts,pangeo_data/CanESM5_1pctCO2_r3i1p1f1_ts.npy
425,CanESM5,piControl,r1i1p1f1,ts,pangeo_data/CanESM5_piControl_r1i1p1f1_ts.npy
426,MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,rsut,pangeo_data/MPI-ESM1-2-HR_1pctCO2_r1i1p1f1_rsut.npy
427,MRI-ESM2-0,abrupt-4xCO2,r1i2p1f1,ts,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r1i2p1f1_ts.npy
428,MPI-ESM1-2-HR,piControl,r1i1p1f1,mlotst,pangeo_data/MPI-ESM1-2-HR_piControl_r1i1p1f1_mlotst.npy
429,MPI-ESM1-2-LR,1pctCO2,r1i1p1f1,rsdt,pangeo_data/MPI-ESM1-2-LR_1pctCO2_r1i1p1f1_rsdt.npy
430,MRI-ESM2-0,abrupt-4xCO2,r9i1p1f1,rsdt,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r9i1p1f1_rsdt.npy
431,E3SM-1-0,1pctCO2,r1i1p1f1,ts,pangeo_data/E3SM-1-0_1pctCO2_r1i1p1f1_ts.npy
432,MRI-ESM2-0,abrupt-4xCO2,r1i2p1f1,rtmt,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r1i2p1f1_rtmt.npy
433,IPSL-CM6A-LR,1pctCO2,r1i1p1f1,ts,pangeo_data/IPSL-CM6A-LR_1pctCO2_r1i1p1f1_ts.npy
434,CanESM5,abrupt-4xCO2,r1i1p1f1,tos,pangeo_data/CanESM5_abrupt-4xCO2_r1i1p1f1_tos.npy
435,CNRM-ESM2-1,1pctCO2,r1i1p1f2,rlut,pangeo_data/CNRM-ESM2-1_1pctCO2_r1i1p1f2_rlut.npy
436,MRI-ESM2-0,abrupt-4xCO2,r4i1p1f1,ts,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r4i1p1f1_ts.npy
437,CNRM-CM6-1,abrupt-4xCO2,r2i1p1f2,rlut,pangeo_data/CNRM-CM6-1_abrupt-4xCO2_r2i1p1f2_rlut.npy
438,CAMS-CSM1-0,abrupt-4xCO2,r1i1p1f1,rtmt,pangeo_data/CAMS-CSM1-0_abrupt-4xCO2_r1i1p1f1_rtmt.npy
439,MRI-ESM2-0,abrupt-4xCO2,r12i1p1f1,rsdt,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r12i1p1f1_rsdt.npy
440,MRI-ESM2-0,abrupt-4xCO2,r3i1p1f1,ts,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r3i1p1f1_ts.npy
441,UKESM1-0-LL,1pctCO2,r1i1p1f2,tos,pangeo_data/UKESM1-0-LL_1pctCO2_r1i1p1f2_tos.npy
442,CNRM-CM6-1,abrupt-4xCO2,r4i1p1f2,tos,pangeo_data/CNRM-CM6-1_abrupt-4xCO2_r4i1p1f2_tos.npy
443,CNRM-CM6-1,abrupt-4xCO2,r3i1p1f2,rsut,pangeo_data/CNRM-CM6-1_abrupt-4xCO2_r3i1p1f2_rsut.npy
444,MRI-ESM2-0,abrupt-4xCO2,r1i1p1f1,rsdt,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r1i1p1f1_rsdt.npy
445,NorESM2-LM,abrupt-4xCO2,r1i1p1f1,ts,pangeo_data/NorESM2-LM_abrupt-4xCO2_r1i1p1f1_ts.npy
446,IPSL-CM6A-LR,abrupt-4xCO2,r10i1p1f1,tos,pangeo_data/IPSL-CM6A-LR_abrupt-4xCO2_r10i1p1f1_tos.npy
447,MIROC6,1pctCO2,r1i1p1f1,tos,pangeo_data/MIROC6_1pctCO2_r1i1p1f1_tos.npy
448,IPSL-CM6A-LR,abrupt-4xCO2,r12i1p1f1,ts,pangeo_data/IPSL-CM6A-LR_abrupt-4xCO2_r12i1p1f1_ts.npy
449,MRI-ESM2-0,1pctCO2,r1i1p1f1,rsdt,pangeo_data/MRI-ESM2-0_1pctCO2_r1i1p1f1_rsdt.npy
450,CNRM-ESM2-1,abrupt-4xCO2,r1i1p1f2,rlut,pangeo_data/CNRM-ESM2-1_abrupt-4xCO2_r1i1p1f2_rlut.npy
451,CNRM-ESM2-1,1pctCO2,r2i1p1f2,tos,pangeo_data/CNRM-ESM2-1_1pctCO2_r2i1p1f2_tos.npy
452,MIROC-ES2L,abrupt-4xCO2,r1i1p1f2,ts,pangeo_data/MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_ts.npy
0,BCC-CSM2-MR,1pctCO2,r1i1p1f1,mlotst,manual_data/BCC-CSM2-MR_1pctCO2_r1i1p1f1_mlotst.npy
1,UKESM1-0-LL,1pctCO2,r3i1p1f2,rtmt,manual_data/UKESM1-0-LL_1pctCO2_r3i1p1f2_rtmt.npy
2,MRI-ESM2-0,abrupt-4xCO2,r13i1p1f1,mlotst,manual_data/MRI-ESM2-0_abrupt-4xCO2_r13i1p1f1_mlotst.npy
3,CNRM-ESM2-1,1pctCO2,r4i1p1f2,mlotst,manual_data/CNRM-ESM2-1_1pctCO2_r4i1p1f2_mlotst.npy
4,ACCESS-ESM1-5,1pctCO2,r1i1p1f1,tos,manual_data/ACCESS-ESM1-5_1pctCO2_r1i1p1f1_tos.npy
5,BCC-CSM2-MR,1pctCO2,r1i1p1f1,ts,manual_data/BCC-CSM2-MR_1pctCO2_r1i1p1f1_ts.npy
6,HadGEM3-GC31-LL,1pctCO2,r2i1p1f3,mlotst,manual_data/HadGEM3-GC31-LL_1pctCO2_r2i1p1f3_mlotst.npy
7,MRI-ESM2-0,1pctCO2,r1i1p1f1,hfds,manual_data/MRI-ESM2-0_1pctCO2_r1i1p1f1_hfds.npy
8,CNRM-CM6-1,abrupt-4xCO2,r1i1p1f2,mlotst,manual_data/CNRM-CM6-1_abrupt-4xCO2_r1i1p1f2_mlotst.npy
9,EC-Earth3,abrupt-4xCO2,r3i1p1f1,rtmt,manual_data/EC-Earth3_abrupt-4xCO2_r3i1p1f1_rtmt.npy
10,MRI-ESM2-0,abrupt-4xCO2,r1i1p1f1,hfds,manual_data/MRI-ESM2-0_abrupt-4xCO2_r1i1p1f1_hfds.npy
11,FIO-ESM-2-0,1pctCO2,r1i1p1f1,tos,manual_data/FIO-ESM-2-0_1pctCO2_r1i1p1f1_tos.npy
12,CESM2,abrupt-4xCO2,r1i1p1f1,mlotst,manual_data/CESM2_abrupt-4xCO2_r1i1p1f1_mlotst.npy
13,E3SM-1-0,1pctCO2,r1i1p1f1,rtmt,manual_data/E3SM-1-0_1pctCO2_r1i1p1f1_rtmt.npy
14,MRI-ESM2-0,1pctCO2,r1i1p1f1,tos,manual_data/MRI-ESM2-0_1pctCO2_r1i1p1f1_tos.npy
15,FIO-ESM-2-0,abrupt-4xCO2,r3i1p1f1,tos,manual_data/FIO-ESM-2-0_abrupt-4xCO2_r3i1p1f1_tos.npy
16,FGOALS-f3-L,abrupt-4xCO2,r1i1p1f1,hfds,manual_data/FGOALS-f3-L_abrupt-4xCO2_r1i1p1f1_hfds.npy
17,UKESM1-0-LL,1pctCO2,r4i1p1f2,rtmt,manual_data/UKESM1-0-LL_1pctCO2_r4i1p1f2_rtmt.npy
18,CNRM-ESM2-1,1pctCO2,r3i1p1f2,tos,manual_data/CNRM-ESM2-1_1pctCO2_r3i1p1f2_tos.npy
19,ACCESS-ESM1-5,abrupt-4xCO2,r1i1p1f1,ts,manual_data/ACCESS-ESM1-5_abrupt-4xCO2_r1i1p1f1_ts.npy
20,CNRM-ESM2-1,abrupt-4xCO2,r1i1p1f2,tos,manual_data/CNRM-ESM2-1_abrupt-4xCO2_r1i1p1f2_tos.npy
21,CanESM5,1pctCO2,r2i1p1f1,rtmt,manual_data/CanESM5_1pctCO2_r2i1p1f1_rtmt.npy
22,MCM-UA-1-0,1pctCO2,r1i1p1f1,ts,manual_data/MCM-UA-1-0_1pctCO2_r1i1p1f1_ts.npy
23,ACCESS-ESM1-5,1pctCO2,r1i1p1f1,rtmt,manual_data/ACCESS-ESM1-5_1pctCO2_r1i1p1f1_rtmt.npy
24,IPSL-CM6A-LR,abrupt-4xCO2,r1i1p1f1,mlotst,manual_data/IPSL-CM6A-LR_abrupt-4xCO2_r1i1p1f1_mlotst.npy
